sentence1	sentence2	label
those were some awesome spots	sorry,	Comment
okay, can anyone give me clay?	for ore?	Elaboration
i have wheat or sheep	no can do,	Question_answer_pair
not sure,	a few weeks ago she said she was away travelling somewhere, and that we could play without	Contrast
i have enough to build a settlement too now...	because you have no good roads!	Explanation
so no one wants wood right?	na	Acknowledgement
lol	long as you keep rolling 8	no_relation
good game	thanks guys.	Continuation
anyone got sheep or ore for a wheat?	feel free to say no quickly	Continuation
does someone have clay for me?	i need mine sorry	Question_answer_pair
yup, just hurry everyone...	i could do wheat for 1 sheep 1 clay	no_relation
heh that's not too weird really,	music's taken a bad turn recently	Explanation
no worries :)	cardlinger made an offer to trade 3 wheat for 1 ore from the bank or a port.	Result
if you will take 1	ah yes, i had been trying to say that i would've needed 2 wheat,	Question_answer_pair
anyone got wood?	i can offer sheep	Elaboration
e/j?	got nothing	Question_answer_pair
srsly	yeah seriously	Acknowledgement
oh, sorry	"thought i'd hit ""done"""	Explanation
thanks, guys.	nice- way to sneak up on us	no_relation
1 for  1?	sure	Question_answer_pair
but i'd then need to spend it on the clay lol	ok 3 wheat!	Q_Elab
yes	and apparently you cant put the robber on the other of the same number	Continuation
anyone have an ore?	not for trading	Question_answer_pair
no,	he added time	Elaboration
inca you finished 2nd on vps	i've been keeping count on my laptop to check for win conditions	Elaboration
i want to build a settlement	well then move on	Result
for clay?	done	Question_answer_pair
gogogogogo	sorry	no_relation
if anyone still has clay,	sorry	Question_answer_pair
whatcha got	ok :)	no_relation
still not enticing	i have fed well on sheep	Explanation
if people wanted wood	i'd be in a better situation	Conditional
does anybody want a wood or a wheat? 	ill take wood	Question_answer_pair
no worries :d	now hope that i don't roll a 7!	Conditional
anyone got spare wheat?	i can do that	Question_answer_pair
haha	i'm open to suggestions as to what for	no_relation
ore for wood	ore for wood...	Acknowledgement
ok,	now vice versa,	Continuation
has anyone done markus's extra project?	it's build 1.1.13, has a few extra features	no_relation
2x ore	done	Acknowledgement
we've had a lot of 5s	there seems to be a glut of wood/sheep	no_relation
but if you fell at work	um...sorry to hear it...	no_relation
one more to go, i guess.	ahh! i see.	no_relation
i'll give you clay for ore	cool	Acknowledgement
a cad is a devious man,	usually trying to seduce/impress ladies	Elaboration
still no	wow	Comment
we start??	game started.	Question_answer_pair
clay, ore?	keeping mine just yet	Question_answer_pair
2 clay? :)	that leave me not enough to build with :(	Question_answer_pair
i think	i actually meant the other way around,	Continuation
just like the real game	ztime has 2 resources.	no_relation
i need clay..	woodnsheep ended their turn.	Sequence
what about an ore?	again, what do you have? 	Q_Elab
hi guys.	don't mind me	Continuation
anyone have clay? 	i've got one	Question_answer_pair
yeah!	may the winner take it all :d	no_relation
if you'd like.	lol,	Comment
(sorry	that's ok.	Acknowledgement
and he's holding his	and the closest i'm at is my avatar	Continuation
afraid i can't pay 2 for 1...	then sorry no	Result
a more complex offer this time:	i can't give away either	Question_answer_pair
why no internet?	i am rabbit sitting for my friend at hers	Question_answer_pair
just because he has wheat	zorburt has 4 resources.	no_relation
i figured if it were my turn	"the ""roll"" button would be enabled"	Conditional
just because he has wheat	and no 5's have been rolled	Continuation
giving clay for sheep	clay/ore for wood?	Q_Elab
me,	do you have wood?	Continuation
nope,	and no ore at all	no_relation
zero	sheep or clay?	no_relation
no,	fair,	Comment
does anyone have clay	nope xd	Question_answer_pair
well,	i think we'll be done before that	Continuation
me too, hope you get the £20!	see you	no_relation
anyone have spare clay	afraid not	Question_answer_pair
anyone have spare wheat?	kersti ended their turn.	no_relation
just wheat?	ok.	no_relation
i must refuse, on principle	well, it depends	Correction
one for a sheep?	what can you offer?	Q_Elab
i'll trade a sheep for brick.	ok	Acknowledgement
none at al	sorry,	Comment
i just bought the wrong resource	dave ended their turn.	Result
that robber onthe 5	man	no_relation
2 wood?	no ore for trade	Question_answer_pair
how do i confirm?	i only have the option of rejecting?	Elaboration
little colour ticky boxes	... from dave	no_relation
ore more?	2 ore for a wood?	Elaboration
haha, fingers crossed!	cheers, maybe see you again in another season of this, or elsewhere	Narration
i can wheat for clay.	awesome	Acknowledgement
i think it said it will autoroll,	or you can push roll to do it sooner	Contrast
i am happy to keep playing	addtime	Result
hi	sorry	Continuation
congrats josephine!	thanks.	Acknowledgement
something?	skinnylinny ended their turn.	no_relation
anyone have spare wheat?	me neither,	Question_answer_pair
evening tomas	are we ready to start?	Clarification_question
you ever played before, nancy?	nope	Question_answer_pair
look 4 people, 	it finally happened	Result
i hv to b sumwher at 630	i hope so	no_relation
hmmm. does anybody have wheat?	no	Question_answer_pair
i have no wheat, sorry	my bad.	Acknowledgement
how do i confirm?	dma	Question_answer_pair
i have ore, 	do you have wheat?	Continuation
any wheat now?	i can give clay or ore	Elaboration
nope	aww :)	Acknowledgement
anyone have ore?	to get our compensation?	no_relation
do u want twoo wood?	for two ores i mean :p	Elaboration
many thanks,	hope that was mutually beneficial :)	Continuation
sorry to ask again.	anyone got wheat?	Contrast
you still seem to be offering the trade to tyrant lord	same i keep getting the offer	no_relation
wrong player	bah	Acknowledgement
oh well	it will move eventually	Elaboration
afraid	i can't help -	Continuation
default judgement, bang	yeah i suppose	no_relation
i leave on friday for two trips...	so friday is no good for me	no_relation
rennoc what can you offer me for wood?	wow, you are clay tastic, eh?	no_relation
we all do!	oh well...	Acknowledgement
cheers	ig ended their turn.	no_relation
addtime	oops	Comment
anyone got wood to trade?	nope	Question_answer_pair
got a board game evening to go to after ;)	nice :)	Comment
oh...	well that's unkind	Explanation
congrats!	you're a pro	Continuation
no need to come back now	does the game finish when one ends?	Continuation
nay :(	or clay?	Q_Elab
i do	got wood for ore?	Result
well played	ok, i should go now =)	Narration
gotcha	which one?	Clarification_question
so that game: no 10s	at all	Elaboration
good game :)	i was hoping for a clay empire, but no cigar	Comment
no	clay or ore	Elaboration
have just the one	sorry,	Elaboration
do we all have to play four?	we play 4 each yer?	Clarification_question
ouch,	twice robbered	Explanation
he goes away tomorrow...	thats why we were going to do 2 tonight	Explanation
i'll give 2	raef: give two ore for 1 what?	Clarification_question
anyone (shawnus) want wheat?	yes	Question_answer_pair
anyone need wood?	wolfie?	Q_Elab
you'll pop back up to 8 next turn	true	Acknowledgement
does anyone want to give me a sheep?	for wheat or wood	Q_Elab
not yet	... from agnes	no_relation
sure,	where is your office?	Contrast
nothing to discard?	new one!	Comment
no, i need clay or ore	don't have either,	Contrast
aww. :(	sadly, the man does have a point.	Elaboration
ok,	one for one?	Q_Elab
enjoy your brew!	hahaha	Comment
ummm, no.	really?	Clarification_question
skinny, give me clay for ore?	please?	Continuation
does anyone have brick or wood to trade with me?	no	Question_answer_pair
ore for wood	sure	no_relation
yep	what do you want?	Q_Elab
ty close game.	nice one	Comment
the other group have 3 players as well as in league 2	game started.	no_relation
shawnus, any clay for me?	for anything but sheep?	Q_Elab
let's hope he didn't get a knight	or its over	Conditional
trade with bank i think	ok it worked	Acknowledgement
at least i forgot to play it	well at least people should realize your advantage now	Comment
anyone else with sheep yet?	got another 1	Question_answer_pair
could give a couple of ore...	sorry,	Question_answer_pair
:))	good luck on thursday games	no_relation
i have clay?	that is more useful	Comment
sorry caught up	ooh	no_relation
what are we to do?	half an hour is not too late for a player	no_relation
chameleon:	no sheep left :p	Question_answer_pair
skinny	i need 2 sheep...	Continuation
sheep anyone??	only have one	Question_answer_pair
yes	then trade:)	Result
anything	i have wheat?	Q_Elab
anyone got a sheep to trade?	for?	Q_Elab
take it!	mmatrtajova has 3 resources.	no_relation
you stole a wood	from me	Elaboration
or ore?	anybody want to giv me clay?	no_relation
anyone want to give me wheat for wood or sheep?	if i could	Question_answer_pair
well, thanks, it was a great game!	yeah	Acknowledgement
i do....	ok	Acknowledgement
^^ sry. lj will win soon	*hugs*	Comment
indeed, thanks all	"""0"	Conditional
let me have my turn!	mmatrtajova ended their turn.	no_relation
should be able to	sweet.  good luck all :)	Acknowledgement
sorry	any clay, kieran?	Q_Elab
i remember playing this football by post game once...you sent tactics in and there was a chat sectio	if you type cash cash cash in	Elaboration
i hate you jade	i started the game last time	Comment
so most threatening! :p	raefbrisbin ended their turn.	no_relation
got wood for sheep	sheesh	Comment
i'll do that	i'll give you a free sheep in my turn :)	Result
wood for ore?	can't	Question_answer_pair
wheat	... from sabercat	no_relation
wheat	yep	no_relation
have any ore?	or ash?	Q_Elab
if you need two	i can do that too	Conditional
i meant	oh	no_relation
it sucks and it's stressful,	but it's one of those things you have to move on, sadly	Contrast
nope	tis just you i think :/	Elaboration
yer you do...	sad times	no_relation
any got any wood they can trade	nope	Question_answer_pair
"click the buy button next to ""card"""	that has changed,	Comment
who have we lost?	anyone????	Clarification_question
anyone got a wood?	i can offer a sheep	Elaboration
whoa	i didnt see	Elaboration
outrage	ok	Acknowledgement
anyone has clay?	yo	Question_answer_pair
anyone have clay to spare? 	i have sheep and wheat.	Elaboration
please remember to send me the questionnaire.	were they in the email?	Clarification_question
anyone have any wheat to trade	no	Question_answer_pair
would make a change	hopefully!	no_relation
clay anyone?	i need clay..	Question_answer_pair
no worries!	i appreciate the economics :d	Comment
now your turn	what a roll to return to :d	Comment
my settlement didn't end up where it was supposed to either	huh?	Clarification_question
or	two?	Continuation
does anyone have any wheat to trade? 	i've got sheep	Elaboration
nada :(	josephine ended their turn.	Sequence
(if you have one)?	intemporaliter ended their turn.	no_relation
my bad for communicating with a yup :(	kk	Acknowledgement
anyone have sheep for wood?	no sheep,	Question_answer_pair
who wants clay for wheat?	amy?	Q_Elab
anyone have a sheep?	for 2 wheat?	Q_Elab
nope	clay?	Q_Elab
bugger.	got any clay to trade for sheep/wheat?	Continuation
"i traded after you said ""do you still?"""	oh right,	no_relation
i hate 2:1 deals, seems grinchy	such a gentleman	Comment
ok,	... from gramos	no_relation
no sry	no worries, i'll keep asking :d	Acknowledgement
wood?	or maybe sheep?	Alternation
want ore?	yes?	Q_Elab
does anyone have sheep?	meant period	no_relation
i have to leave very soon... ...	like 12 mins tops!	Elaboration
i sort of cut him out >.>	and ore is more important in the later game too	Parallel
well im her now!	*here	Correction
longest road nice	... from j	no_relation
anyone want ore for a wood?	not i	Question_answer_pair
:)	you can hav it on your turn	no_relation
it is broken	now	Continuation
does anyone want to give me a wood?	for brick?	Q_Elab
anyone got any clay?	apologies :(	Question_answer_pair
