sentence1	sentence2	label
many agencies roll over their debt, paying off delinquent loans by issuing new loans, or converting defaulted loan guarantees into direct loans.in any case, they avoid having to write off the loans.some agencies simply keep bad loans on the books; as late as 1987, the export-import bank held in its portfolio at face value loans made to cuba in the 1950s	more seriously, fmha has carried several billion dollars of defaulted loans at face value	Conjunction
that would leave mrs. thatcher little room for maneuver	for the tories to win the next election, voters will need to sense economic improvement for about a year beforehand	Cause
they didn't use their membership as often as they planned	feeling they should devote more time to their families or their jobs, many yuppies are skipping their once-sacred workout	Alternative
september's growth followed a 8.7% rise in july and an 8% increase in august	the growth leads to the conclusion the adverse effects of a consumption tax introduced in april have diminished	Cause
mc shipping inc., new york, declared an initial quarterly of 60 cents a share payable nov. 15 to shares of record oct. 30	the announcement boosted the charter-shipping company's shares, which closed at $15.125, up $1.25 a share, in composite trading on the american stock exchange	Cause
"who stars in the children's television show ""batibot"	he speaks only in filipino	Conjunction
using the the nwa takeover as a benchmark, first boston on sept. 14 estimated that ual was worth $250 to $344 a share based on ual's results for the 12 months ending last june 30, but only $235 to $266 based on a management estimate of results for 1989	first boston's estimates had been higher before management supplied a 1989 projection	Cause
the faa already has ordered that all 232 disks made by the old process be removed from the planes and subjected to an ultrasonic test in a water-submersion chamber	"such tests make the faa confident that a sioux city-type accident ""won't happen again"	Cause
yet these purchases can be misleading	most were obtained with huge inputs of church money from south korea and japan, minimum cash downpayments and sizable mortgages	Restatement
mutinies wrack his armed forces (really just an armed gang), which control less than half the country.inflation is at record levels.desperate, he has called in the libyans to help fight the rebels of the somali national movement in the north, which is only one of several groups picking away at the regime in the capital of mogadishu	"president barre has a power base, composed only of his minority mareham clan, that according to observers is ""narrowing"	List
